,Population with migrant background.0_migrant,Population with migrant background.1_migrant,Population with migrant background.2_migrant,Population with migrant background.3_migrant,Population with migrant background.4_migrant,Population with migrant background.5_migrant,Population with migrant background.6_migrant,Population with migrant background.7_migrant,Population with migrant background.8_migrant,Population with migrant background.9_migrant,Population with migrant background.10_migrant,Population with migrant background.11_migrant,Population with migrant background.12_migrant,Country.0_migrant,Country.1_migrant,Country.2_migrant,Country.3_migrant,Country.4_migrant,Country.5_migrant,Country.6_migrant,Country.7_migrant,Country.8_migrant,Country.9_migrant,Country.10_migrant,Country.11_migrant,Country.12_migrant,Country_Score.0_migrant,Country_Score.1_migrant,Country_Score.2_migrant,Country_Score.3_migrant,Country_Score.4_migrant,Country_Score.5_migrant,Country_Score.6_migrant,Country_Score.7_migrant,Country_Score.8_migrant,Country_Score.9_migrant,Country_Score.10_migrant,Country_Score.11_migrant,Country_Score.12_migrant,Foreign_Population.0_foreign,Foreign_Population.1_foreign,Foreign_Population.2_foreign,Foreign_Population.3_foreign,Foreign_Population.4_foreign,Foreign_Population.5_foreign,Foreign_Population.6_foreign,Foreign_Population.7_foreign,Foreign_Population.8_foreign,Foreign_Population.9_foreign,Foreign_Population.10_foreign,Foreign_Population.11_foreign,Foreign_Population.12_foreign,Foreign_Population.13_foreign,Foreign_Population.14_foreign,Foreign_Population.15_foreign,Foreign_Population.16_foreign,Foreign_Population.17_foreign,Foreign_Population.18_foreign,Foreign_Population.19_foreign,Foreign_Population.20_foreign,Foreign_Population.21_foreign,Foreign_Population.22_foreign,Foreign_Population.23_foreign,Foreign_Population.24_foreign,Foreign_Population.25_foreign,Foreign_Population.26_foreign,Foreign_Population.27_foreign,Foreign_Population.28_foreign,Foreign_Population.29_foreign,Foreign_Population.30_foreign,Country.0_foreign,Country.1_foreign,Country.2_foreign,Country.3_foreign,Country.4_foreign,Country.5_foreign,Country.6_foreign,Country.7_foreign,Country.8_foreign,Country.9_foreign,Country.10_foreign,Country.11_foreign,Country.12_foreign,Country.13_foreign,Country.14_foreign,Country.15_foreign,Country.16_foreign,Country.17_foreign,Country.18_foreign,Country.19_foreign,Country.20_foreign,Country.21_foreign,Country.22_foreign,Country.23_foreign,Country.24_foreign,Country.25_foreign,Country.26_foreign,Country.27_foreign,Country.28_foreign,Country.29_foreign,Country.30_foreign,Country_Score.0_foreign,Country_Score.1_foreign,Country_Score.2_foreign,Country_Score.3_foreign,Country_Score.4_foreign,Country_Score.5_foreign,Country_Score.6_foreign,Country_Score.7_foreign,Country_Score.8_foreign,Country_Score.9_foreign,Country_Score.10_foreign,Country_Score.11_foreign,Country_Score.12_foreign,Country_Score.13_foreign,Country_Score.14_foreign,Country_Score.15_foreign,Country_Score.16_foreign,Country_Score.17_foreign,Country_Score.18_foreign,Country_Score.19_foreign,Country_Score.20_foreign,Country_Score.21_foreign,Country_Score.22_foreign,Country_Score.23_foreign,Country_Score.24_foreign,Country_Score.25_foreign,Country_Score.26_foreign,Country_Score.27_foreign,Country_Score.28_foreign,Country_Score.29_foreign,Country_Score.30_foreign,Distance to Country.0_geography,Distance to Country.1_geography,Distance to Country.2_geography,Distance to Country.3_geography,Distance to Country.4_geography,Distance to Country.5_geography,Distance to Country.6_geography,Distance to Country.7_geography,Distance to Country.8_geography,Distance to Country.9_geography,Distance to Country.10_geography,Distance to Country.11_geography,Distance to Country.12_geography,Distance to Country.13_geography,Distance to Country.14_geography,Distance to Country.15_geography,Distance to Country.16_geography,Distance to Country.17_geography,Distance to Country.18_geography,Distance to Country.19_geography,Distance to Country.20_geography,Distance to Country.21_geography,Distance to Country.22_geography,Distance to Country.23_geography,Distance to Country.24_geography,Distance to Country.25_geography,Distance to Country.26_geography,Distance to Country.27_geography,Distance to Country.28_geography,Distance to Country.29_geography,Distance to Country.30_geography,Country.0_geography,Country.1_geography,Country.2_geography,Country.3_geography,Country.4_geography,Country.5_geography,Country.6_geography,Country.7_geography,Country.8_geography,Country.9_geography,Country.10_geography,Country.11_geography,Country.12_geography,Country.13_geography,Country.14_geography,Country.15_geography,Country.16_geography,Country.17_geography,Country.18_geography,Country.19_geography,Country.20_geography,Country.21_geography,Country.22_geography,Country.23_geography,Country.24_geography,Country.25_geography,Country.26_geography,Country.27_geography,Country.28_geography,Country.29_geography,Country.30_geography,Country_Score.0_geography,Country_Score.1_geography,Country_Score.2_geography,Country_Score.3_geography,Country_Score.4_geography,Country_Score.5_geography,Country_Score.6_geography,Country_Score.7_geography,Country_Score.8_geography,Country_Score.9_geography,Country_Score.10_geography,Country_Score.11_geography,Country_Score.12_geography,Country_Score.13_geography,Country_Score.14_geography,Country_Score.15_geography,Country_Score.16_geography,Country_Score.17_geography,Country_Score.18_geography,Country_Score.19_geography,Country_Score.20_geography,Country_Score.21_geography,Country_Score.22_geography,Country_Score.23_geography,Country_Score.24_geography,Country_Score.25_geography,Country_Score.26_geography,Country_Score.27_geography,Country_Score.28_geography,Country_Score.29_geography,Country_Score.30_geography,abortions_total,abortions_foreign
Baden-Württemberg,0.0018221574344023,0.0030065597667638,0.0033709912536443,0.0036443148688046,0.0038265306122448,0.0052842565597667,0.0059220116618075,0.0071975218658892,0.0096574344023323,0.0115706997084548,0.0207725947521865,0.0238702623906705,0.0258746355685131,NLD,PRT,BGR,CZE,ESP,FRA,AUT,HUN,GRC,HRV,POL,ITA,ROU,85.0,67.0,66.0,64.0,71.0,84.0,61.0,43.0,68.0,60.0,16.0,67.0,59.0,7.744169096209912e-06,3.0521137026239064e-05,8.381924198250729e-05,9.293002915451896e-05,0.0001134293002915,0.0001339285714285,0.0001530612244897,0.0001954263848396,0.0002295918367346,0.0002327806122448,0.0003990524781341,0.0006163447521865,0.0006823979591836,0.0006946975218658,0.0007079081632653,0.0007211188046647,0.0008837463556851,0.0012308673469387,0.0023669825072886,0.0024057033527696,0.0026243622448979,0.0026913265306122,0.0039795918367346,0.0042069059766763,0.0045804482507288,0.00475583090379,0.0073287172011661,0.0076412172011661,0.0114896137026239,0.0156413994169096,0.0165729774052478,MLT,CYP,NOR,EST,DNK,LUX,FIN,IRL,BEL,SWE,LVA,CZE,SVN,GBR,LTU,NLD,SVK,CHE,ESP,AUT,PRT,FRA,SRB,BIH,BGR,HUN,GRC,POL,HRV,ROU,ITA,0.0,59.0,81.0,65.0,83.0,76.0,82.0,63.5,78.0,94.0,56.0,64.0,66.0,89.0,62.0,85.0,53.0,76.0,71.0,61.0,67.0,84.0,60.0,48.0,66.0,43.0,68.0,16.0,60.0,59.0,67.0,211.0223951,246.5664885,389.3374704,398.5311195,478.0379655,529.1984475,599.2746919,695.0428018,713.1367443,721.4786922,728.1911807,759.0588781,796.9026409,820.3634169,832.739418,1018.266934,1229.974862,1254.863374,1260.064912,1266.805091,1382.763789,1406.980207,1491.42932,1499.9165,1506.238215,1525.403095,1566.762249,1791.776624,1799.482472,1813.805378,2496.374611,CHE,LUX,BEL,AUT,CZE,SVN,FRA,HRV,SVK,ITA,GBR,HUN,POL,DNK,BIH,SRB,LTU,ROU,SWE,IRL,LVA,BGR,MLT,NOR,ESP,EST,GRC,FIN,NLD,PRT,CYP,76.0,76.0,78.0,61.0,64.0,66.0,84.0,60.0,53.0,67.0,89.0,43.0,16.0,83.0,48.0,60.0,62.0,59.0,94.0,63.5,56.0,66.0,0.0,81.0,71.0,65.0,68.0,82.0,85.0,67.0,59.0,8965.0,9
Bavaria,0.001547987616099,0.0025541795665634,0.0030959752321981,0.003173374613003,0.0053405572755417,0.0058823529411764,0.006501547987616,0.0089009287925696,0.0119969040247678,0.0137770897832817,0.0167182662538699,0.0221362229102167,,NLD,BGR,ESP,FRA,CZE,GRC,HUN,HRV,ITA,AUT,POL,ROU,PRT,85.0,66.0,71.0,84.0,64.0,68.0,43.0,60.0,67.0,61.0,16.0,59.0,67.0,1.3157894736842106e-05,2.7089783281733742e-05,8.552631578947368e-05,9.24922600619195e-05,9.481424148606813e-05,0.0001648606811145,0.0001965944272445,0.0002283281733746,0.000266640866873,0.0002925696594427,0.0004005417956656,0.0004516253869969,0.0005491486068111,0.0006892414860681,0.0007627708978328,0.0010046439628482,0.0010348297213622,0.0017879256965944,0.001828947368421,0.0019570433436532,0.0020429566563467,0.0026160990712074,0.0048951238390092,0.00503173374613,0.005938854489164,0.0059729102167182,0.0066071981424148,0.0083235294117647,0.0091195820433436,0.0101513157894736,0.0155866873065015,MLT,CYP,NOR,LUX,EST,DNK,FIN,BEL,IRL,SWE,LVA,LTU,CHE,SVN,NLD,PRT,GBR,FRA,SVK,ESP,CZE,SRB,BGR,BIH,HUN,GRC,AUT,ITA,POL,HRV,ROU,0.0,59.0,81.0,76.0,65.0,83.0,82.0,78.0,63.5,94.0,56.0,62.0,76.0,66.0,85.0,67.0,89.0,84.0,53.0,71.0,64.0,60.0,66.0,48.0,43.0,68.0,61.0,67.0,16.0,60.0,59.0,241.1916125,287.9376528,344.5907553,355.8415997,436.0243067,512.9640086,544.2348471,574.082345,576.3939311,625.0118262,646.8417771,701.7551372,735.4927654,828.9859377,883.4321449,917.4102986,1070.006252,1155.672667,1217.249591,1283.858924,1322.420311,1377.765504,1388.410206,1455.071913,1481.571049,1576.522658,1611.834327,1780.760804,1943.182109,1965.133497,2307.947835,AUT,CHE,SVN,CZE,LUX,HRV,SVK,HUN,BEL,ITA,BIH,POL,FRA,SRB,DNK,GBR,ROU,LTU,BGR,SWE,LVA,MLT,GRC,IRL,EST,NOR,ESP,FIN,PRT,NLD,CYP,61.0,76.0,66.0,64.0,76.0,60.0,53.0,43.0,78.0,67.0,48.0,16.0,84.0,60.0,83.0,89.0,59.0,62.0,66.0,94.0,56.0,0.0,68.0,63.5,65.0,81.0,71.0,82.0,67.0,85.0,59.0,11325.0,19
Berlin,0.004142502071251,0.0044186688760011,0.0044186688760011,0.0055233360950013,0.0060756697045015,0.0069041701187517,0.0071803369235017,0.0118751726042529,0.0306545153272576,,,,,HRV,GRC,ROU,ESP,BGR,AUT,FRA,ITA,POL,NLD,PRT,CZE,HUN,60.0,68.0,59.0,71.0,66.0,61.0,84.0,67.0,16.0,85.0,67.0,64.0,43.0,3.728251864125932e-05,0.0001353217343275,0.0001463684065175,0.0002692626346313,0.000281690140845,0.0004805302402651,0.0004943385805026,0.0006876553438276,0.0007014636840651,0.0007967412317039,0.0009458713062689,0.0009596796465064,0.0010439105219552,0.0011212372272852,0.0011737089201877,0.0012855564761115,0.0019276442971554,0.0020753935376967,0.0021775752554542,0.0035100800883733,0.0038732394366197,0.0039243302954984,0.0041549295774647,0.0045553714443523,0.0047293565313449,0.0053949185307925,0.0062413697873515,0.0074993095829881,0.0088635735984534,0.0095719414526373,0.0184631317315658,MLT,CYP,NOR,EST,LUX,SVK,SVN,FIN,BEL,CZE,CHE,DNK,LTU,LVA,IRL,SWE,PRT,HUN,NLD,BIH,AUT,SRB,HRV,GRC,ESP,GBR,FRA,ROU,BGR,ITA,POL,0.0,59.0,81.0,65.0,76.0,53.0,66.0,82.0,78.0,64.0,76.0,83.0,62.0,56.0,63.5,94.0,67.0,43.0,85.0,48.0,61.0,60.0,60.0,68.0,71.0,89.0,84.0,59.0,66.0,67.0,16.0,344.0309947,406.9351231,429.169026,565.2874519,584.1622764,590.6243086,640.9611723,710.7800445,713.2669578,729.8394138,747.6176531,784.8700029,852.4729402,884.0851201,929.4921869,957.7276694,1017.822794,1027.393894,1065.763522,1095.844303,1117.787477,1143.779239,1288.084853,1393.625389,1400.029507,1693.381021,1846.229008,1912.834345,1991.330271,2275.160555,2501.197842,CZE,POL,DNK,AUT,SVK,LUX,BEL,SVN,CHE,HUN,LTU,SWE,HRV,LVA,GBR,BIH,EST,FRA,SRB,ITA,NOR,ROU,FIN,BGR,IRL,GRC,MLT,NLD,ESP,PRT,CYP,64.0,16.0,83.0,61.0,53.0,76.0,78.0,66.0,76.0,43.0,62.0,94.0,60.0,56.0,89.0,48.0,65.0,84.0,60.0,67.0,81.0,59.0,82.0,66.0,63.5,68.0,0.0,85.0,71.0,67.0,59.0,8570.0,200
Brandenburg,0.0177849636216653,,,,,,,,,,,,,POL,BGR,FRA,GRC,ITA,HRV,NLD,AUT,PRT,ROU,ESP,CZE,HUN,16.0,66.0,84.0,68.0,67.0,60.0,85.0,61.0,67.0,59.0,71.0,64.0,43.0,4.042037186742118e-06,8.084074373484236e-06,2.4252223120452707e-05,3.4357316087308e-05,5.254648342764754e-05,5.658852061438965e-05,5.860953920776071e-05,7.275666936135812e-05,8.286176232821342e-05,8.690379951495553e-05,8.690379951495553e-05,0.0001980598221503,0.0002263540824575,0.0002546483427647,0.0002789005658852,0.0003172999191592,0.0003496362166531,0.0004062247372675,0.0004223928860145,0.0004345189975747,0.0004628132578819,0.000468876313662,0.0004769603880355,0.0005679062247372,0.0006447049312853,0.0006750202101859,0.0007922392886014,0.0008367016976556,0.0014935327405012,0.0032700080840743,0.0103112368633791,MLT,CYP,LUX,NOR,EST,FIN,SVN,DNK,SWE,BEL,IRL,PRT,CHE,LVA,LTU,CZE,SVK,FRA,GBR,HRV,NLD,BIH,ESP,AUT,SRB,GRC,HUN,ITA,BGR,ROU,POL,0.0,59.0,76.0,81.0,65.0,82.0,66.0,83.0,94.0,78.0,63.5,67.0,76.0,56.0,62.0,64.0,53.0,84.0,89.0,60.0,85.0,48.0,71.0,61.0,60.0,68.0,43.0,67.0,66.0,59.0,16.0,342.2812511,426.3231317,434.4057997,555.6154331,565.6103752,590.1264851,616.8886771,690.671939,702.5687932,732.3728065,772.5150716,801.4711604,846.8789721,907.766254,908.8705678,954.6439371,1003.478003,1041.85238,1067.141937,1081.229104,1125.902444,1153.402347,1309.525238,1381.766697,1399.432403,1693.114181,1834.561694,1891.81187,1966.770526,2250.196343,2508.097487,CZE,POL,DNK,AUT,LUX,SVK,BEL,CHE,SVN,HUN,LTU,SWE,HRV,GBR,LVA,BIH,FRA,EST,SRB,ITA,NOR,ROU,FIN,IRL,BGR,GRC,MLT,NLD,ESP,PRT,CYP,64.0,16.0,83.0,61.0,76.0,53.0,78.0,76.0,66.0,43.0,62.0,94.0,60.0,89.0,56.0,48.0,84.0,65.0,60.0,67.0,81.0,59.0,82.0,63.5,66.0,68.0,0.0,85.0,71.0,67.0,59.0,2824.0,267
Bremen,0.0133531157270029,0.0356083086053412,,,,,,,,,,,,BGR,POL,FRA,GRC,ITA,HRV,NLD,AUT,PRT,ROU,ESP,CZE,HUN,66.0,16.0,84.0,68.0,67.0,60.0,85.0,61.0,67.0,59.0,71.0,64.0,43.0,1.483679525222552e-05,4.451038575667656e-05,6.676557863501484e-05,9.643916913946588e-05,0.0001557863501483,0.0001706231454005,0.0002299703264094,0.0002448071216617,0.00026706231454,0.0002967359050445,0.0003189910979228,0.0003189910979228,0.0003931750741839,0.0004302670623145,0.0009643916913946,0.0010830860534124,0.0011127596439169,0.0012091988130563,0.0013575667655786,0.0015207715133531,0.0015356083086053,0.002173590504451,0.0023590504451038,0.0030786350148367,0.0030860534124629,0.0036646884272997,0.0037611275964391,0.0052077151335311,0.0062908011869436,0.0138353115727002,0.0140356083086053,MLT,CYP,LUX,EST,NOR,IRL,SVK,SVN,FIN,BEL,DNK,CZE,CHE,SWE,LVA,GBR,LTU,AUT,HUN,NLD,FRA,BIH,HRV,GRC,ESP,ITA,PRT,SRB,ROU,BGR,POL,0.0,59.0,76.0,65.0,81.0,63.5,53.0,66.0,82.0,78.0,83.0,64.0,76.0,94.0,56.0,89.0,62.0,61.0,43.0,85.0,84.0,48.0,60.0,68.0,71.0,67.0,67.0,60.0,59.0,66.0,16.0,366.8234477,395.9142921,412.6173602,588.8238703,631.4616129,669.1602578,706.797959,724.6114386,836.6002028,861.461458,862.2464412,885.6454585,986.5550253,1000.893365,1026.392395,1045.853675,1087.201326,1106.274232,1171.216454,1176.007497,1203.459182,1311.714234,1400.510946,1435.208403,1617.933842,1665.058457,1820.243593,1920.935121,1956.462029,2062.278709,2776.979586,DNK,BEL,LUX,CZE,GBR,CHE,POL,AUT,SWE,FRA,SVK,SVN,HUN,LTU,NOR,HRV,IRL,LVA,BIH,ITA,EST,SRB,FIN,ROU,NLD,BGR,ESP,GRC,MLT,PRT,CYP,83.0,78.0,76.0,64.0,89.0,76.0,16.0,61.0,94.0,84.0,53.0,66.0,43.0,62.0,81.0,60.0,63.5,56.0,48.0,67.0,65.0,60.0,82.0,59.0,85.0,66.0,71.0,68.0,0.0,67.0,59.0,2218.0,2
Hamburg,0.0071115973741794,0.0361050328227571,,,,,,,,,,,,ITA,POL,BGR,FRA,GRC,HRV,NLD,AUT,PRT,ROU,ESP,CZE,HUN,67.0,16.0,66.0,84.0,68.0,60.0,85.0,61.0,67.0,59.0,71.0,64.0,43.0,1.0940919037199125e-05,3.282275711159737e-05,9.846827133479212e-05,0.0001477024070021,0.000183260393873,0.0002543763676148,0.0002899343544857,0.0002954048140043,0.0003118161925601,0.0003528446389496,0.0004349015317286,0.0004978118161925,0.0006044857768052,0.0006810722100656,0.0006920131291028,0.0007385120350109,0.0008369803063457,0.0013812910284463,0.0019119256017505,0.0021198030634573,0.0022592997811816,0.0024425601750547,0.0033014223194748,0.003339715536105,0.0036624726477024,0.0040536105032822,0.0041438730853391,0.0048331509846827,0.0049617067833698,0.0054731947483588,0.0127516411378555,MLT,CYP,LUX,SVN,EST,IRL,NOR,SVK,BEL,CZE,FIN,LVA,SWE,HUN,LTU,CHE,DNK,NLD,GBR,AUT,BIH,FRA,ESP,GRC,HRV,SRB,ITA,BGR,PRT,ROU,POL,0.0,59.0,76.0,66.0,65.0,63.5,81.0,53.0,78.0,64.0,82.0,56.0,94.0,43.0,62.0,76.0,83.0,85.0,89.0,61.0,48.0,84.0,71.0,68.0,60.0,60.0,67.0,66.0,67.0,59.0,16.0,296.0150905,490.0694341,498.3003823,563.6947893,637.5409131,720.5745321,731.995725,732.1040881,752.5697537,826.9828308,892.0723559,909.1304328,946.3791055,962.390675,975.5120286,1011.845843,1047.283784,1108.883583,1159.606899,1166.548544,1212.50576,1294.522892,1311.606435,1393.644814,1636.124661,1706.576158,1910.220431,1912.86825,1989.183514,2156.236436,2746.84697,DNK,BEL,LUX,CZE,POL,GBR,CHE,AUT,SWE,SVK,SVN,LTU,FRA,HUN,NOR,LVA,HRV,EST,IRL,BIH,ITA,SRB,FIN,ROU,BGR,NLD,ESP,GRC,MLT,PRT,CYP,83.0,78.0,76.0,64.0,16.0,89.0,76.0,61.0,94.0,53.0,66.0,62.0,84.0,43.0,81.0,56.0,60.0,65.0,63.5,48.0,67.0,60.0,82.0,59.0,66.0,85.0,71.0,68.0,0.0,67.0,59.0,3952.0,2
Hesse,0.0022577003709079,0.0030640219319464,0.0037090791807772,0.0040316078051927,0.0046766650540235,0.0049991936784389,0.0051604579906466,0.0062893081761006,0.0064505724883083,0.00774068698597,0.0125786163522012,0.0162876955329785,0.0287050475729721,NLD,FRA,HUN,PRT,AUT,CZE,ESP,GRC,BGR,HRV,ROU,ITA,POL,85.0,84.0,43.0,67.0,61.0,64.0,71.0,68.0,66.0,60.0,59.0,67.0,16.0,1.3707466537655216e-05,3.62844702467344e-05,8.466376390904693e-05,0.0001032091598129,0.0001088534107402,0.0001781970649895,0.0002564102564102,0.0003241412675374,0.0003596194162231,0.0003604257377842,0.0004249314626673,0.0004918561522335,0.0005168521206257,0.0006547331075632,0.0006740848250282,0.0012320593452668,0.0012885018545395,0.0012997903563941,0.0021415900661183,0.0021423963876794,0.0021633607482664,0.0024633123689727,0.0039251733591356,0.0045371714239638,0.0049935494275116,0.0058901790033865,0.0084784712143202,0.0092041606192549,0.0120045154007418,0.0126237703596194,0.013013223673601,MLT,CYP,EST,LUX,NOR,DNK,FIN,SWE,IRL,SVN,BEL,CHE,LVA,SVK,CZE,GBR,LTU,NLD,AUT,FRA,HUN,PRT,BIH,ESP,SRB,GRC,BGR,HRV,ITA,ROU,POL,0.0,59.0,65.0,76.0,81.0,83.0,82.0,94.0,63.5,66.0,78.0,76.0,56.0,53.0,64.0,89.0,62.0,85.0,61.0,84.0,43.0,67.0,48.0,71.0,60.0,68.0,66.0,60.0,67.0,59.0,16.0,155.6937044,266.0902171,337.7583116,520.0650254,521.7512404,608.3165603,612.018193,666.1733047,691.1886381,787.6270873,792.7969034,832.960273,861.0318858,875.4536958,969.7027058,1140.988187,1144.72157,1148.585439,1192.410878,1330.74051,1350.901155,1357.481462,1458.123936,1527.153703,1550.421035,1650.8244,1662.454787,1697.971302,1711.829542,1830.510816,2626.810889,LUX,BEL,CHE,AUT,CZE,GBR,FRA,SVN,DNK,SVK,POL,HRV,HUN,ITA,BIH,IRL,SRB,SWE,LTU,LVA,ROU,NOR,EST,BGR,ESP,MLT,NLD,FIN,GRC,PRT,CYP,76.0,78.0,76.0,61.0,64.0,89.0,84.0,66.0,83.0,53.0,16.0,60.0,43.0,67.0,48.0,63.5,60.0,94.0,62.0,56.0,59.0,81.0,65.0,66.0,71.0,0.0,85.0,82.0,68.0,67.0,59.0,8144.0,6
Mecklenburg Western Pomerania,0.0012727504136438,0.001654575537737,0.0017818505791014,0.0024182257859233,0.0025455008272877,0.0034364261168384,0.0035637011582028,0.0054728267786687,0.0064910271095838,0.0073819523991345,0.0282550591828942,,,FRA,HUN,HRV,BGR,AUT,ESP,GRC,ITA,ROU,NLD,POL,PRT,CZE,84.0,43.0,60.0,66.0,61.0,71.0,68.0,67.0,59.0,85.0,16.0,67.0,64.0,5.091001654575538e-06,1.4636629756904672e-05,3.3091510754741e-05,6.6183021509482e-05,7.127402316405753e-05,0.0001100929107801,0.0001151839124347,0.0001310932926053,0.0001769123074964,0.0001851851851851,0.0002265495736286,0.0002831869670357,0.0003099147257222,0.0003627338678885,0.0006204658266513,0.0007407407407407,0.0007636502481863,0.000864833906071,0.0009952908234695,0.0010945653557337,0.0011174748631793,0.0011976581392388,0.0015393916253022,0.0015807560137457,0.0024080437826142,0.0025423189512536,0.0037075219549446,0.0037857961053837,0.0043197149039073,0.0091052564592083,0.012755504645539,MLT,CYP,LUX,EST,NOR,IRL,SVN,FIN,BEL,DNK,SWE,CZE,CHE,SVK,FRA,GBR,LVA,AUT,LTU,BIH,PRT,HUN,HRV,ESP,GRC,SRB,ITA,NLD,BGR,ROU,POL,0.0,59.0,76.0,65.0,81.0,63.5,66.0,82.0,78.0,83.0,94.0,64.0,76.0,53.0,84.0,89.0,56.0,61.0,62.0,48.0,67.0,43.0,60.0,71.0,68.0,60.0,67.0,85.0,66.0,59.0,16.0,384.4417109,404.4519851,423.5040075,493.786331,601.0899625,628.2066409,642.814759,682.1708598,769.4099469,786.478734,840.9314821,875.412489,889.7650384,946.5415878,973.7425233,1071.273048,1088.410773,1093.340119,1103.609703,1161.892039,1205.24296,1212.687443,1343.926991,1427.981039,1568.582807,1669.362992,1802.430733,1821.229088,1865.414765,2062.250155,2680.194864,LUX,BEL,DNK,CZE,CHE,AUT,POL,GBR,SVK,SVN,FRA,SWE,HUN,HRV,LTU,BIH,ITA,LVA,NOR,IRL,EST,SRB,ROU,FIN,BGR,NLD,ESP,GRC,MLT,PRT,CYP,76.0,78.0,83.0,64.0,76.0,61.0,16.0,89.0,53.0,66.0,84.0,94.0,43.0,60.0,62.0,48.0,67.0,56.0,81.0,63.5,65.0,60.0,59.0,82.0,66.0,85.0,71.0,68.0,0.0,67.0,59.0,2042.0,4
Lower Saxony,0.01707779886148,,,,,,,,,,,,,POL,BGR,FRA,GRC,ITA,HRV,NLD,AUT,PRT,ROU,ESP,CZE,HUN,16.0,66.0,84.0,68.0,67.0,60.0,85.0,61.0,67.0,59.0,71.0,64.0,43.0,3.1625553447185328e-06,9.487666034155598e-06,3.162555344718533e-05,4.111321948134092e-05,4.743833017077799e-05,4.743833017077799e-05,5.3763440860215054e-05,7.273877292852624e-05,8.855154965211892e-05,0.0001075268817204,0.0001423149905123,0.0001771030993042,0.0002308665401644,0.0002561669829222,0.0002624920936116,0.000268817204301,0.0002719797596457,0.0003004427577482,0.0004048070841239,0.0004079696394686,0.0004427577482605,0.0005123339658444,0.0005313092979127,0.0005407969639468,0.0007621758380771,0.0008633776091081,0.000977229601518,0.0010025300442757,0.0015559772296015,0.0032194813409234,0.009943074003795,MLT,CYP,LUX,IRL,NOR,SVN,BEL,EST,FIN,DNK,SWE,PRT,CHE,GBR,FRA,BIH,CZE,SVK,LVA,SRB,AUT,HRV,NLD,ESP,GRC,HUN,ITA,LTU,BGR,ROU,POL,0.0,59.0,76.0,63.5,81.0,66.0,78.0,65.0,82.0,83.0,94.0,67.0,76.0,89.0,84.0,48.0,64.0,53.0,56.0,60.0,61.0,60.0,85.0,71.0,68.0,43.0,67.0,62.0,66.0,59.0,16.0,281.3128965,512.5597726,551.2521821,563.317456,571.1722602,703.831636,708.2272655,762.9028463,765.457622,813.6524523,817.8370525,864.5125333,906.5731295,925.2362981,975.1090146,1011.131339,1013.737576,1029.599807,1126.395791,1213.24089,1242.654845,1250.19811,1251.514027,1322.05172,1573.544358,1797.377814,1867.185787,1979.225625,1982.305534,2235.227701,2681.781627,DNK,CZE,POL,LUX,BEL,SWE,AUT,SVK,CHE,GBR,LTU,SVN,HUN,LVA,NOR,FRA,HRV,EST,BIH,ITA,SRB,FIN,IRL,ROU,BGR,NLD,GRC,ESP,MLT,PRT,CYP,83.0,64.0,16.0,76.0,78.0,94.0,61.0,53.0,76.0,89.0,62.0,66.0,43.0,56.0,81.0,84.0,60.0,65.0,48.0,67.0,60.0,82.0,63.5,59.0,66.0,85.0,68.0,71.0,0.0,67.0,59.0,7189.0,1
